bloomberg_ticker,numerai_exit_date,numerai_entry_date,hconm,hcik,map_start,map_end
PRAI US,2007-12-07,2005-08-12,PRA INTERNATIONAL,1293243.0,2007-04-14,2099-12-31
PRAX US,2022-02-11,2021-07-09,PRAXIS PRECIS MEDI INC,1689548.0,2020-12-12,2099-12-31
PRAX US,2022-02-11,2021-07-09,PRAXIS PRECIS MEDI INC -REDH,1689548.0,2020-11-14,2020-12-11
PRCH US,2022-02-11,2021-09-17,PORCH GROUP INC,1784535.0,2021-01-09,2099-12-31
PRDO US,2019-07-26,2003-01-31,CAREER EDUCATION CORP,1046568.0,2007-04-14,2020-01-10
PRDO US,2019-07-26,2003-01-31,PERDOCEO EDUCATION CORP,1046568.0,2020-01-11,2099-12-31
PRE US,2016-03-11,2007-06-29,PARTNERRE LTD,911421.0,2007-04-14,2099-12-31
PRFT US,2022-02-11,2006-06-30,PERFICIENT INC,1085869.0,2007-04-14,2015-05-09
PRFT US,2022-02-11,2006-06-30,PERFICIENT INC,1085869.0,2015-05-10,2099-12-31
PRG US,2022-02-11,2020-12-04,AARON RENTS INC,706688.0,2007-04-14,2009-05-08
PRG US,2022-02-11,2020-12-04,AARON'S INC,706688.0,2009-05-09,2020-11-13
PRG US,2022-02-11,2020-12-04,AARONS HOLDINGS COMPANY INC,1808834.0,2020-11-14,2020-12-11
PRG US,2022-02-11,2020-12-04,PROG HOLDINGS INC,1808834.0,2020-12-12,2099-12-31
PRGO US,2022-02-11,2003-02-21,PERRIGO CO,820096.0,2007-04-14,2014-01-10
PRGO US,2022-02-11,2003-02-21,PERRIGO CO,820096.0,2007-04-14,2014-01-10
PRGO US,2022-02-11,2003-02-21,PERRIGO CO PLC,1585364.0,2014-01-11,2099-12-31
PRGO US,2022-02-11,2003-02-21,PERRIGO CO PLC,1585364.0,2014-01-11,2099-12-31
PRGS US,2022-02-11,2003-01-31,PROGRESS SOFTWARE CORP,876167.0,2007-04-14,2099-12-31
PRGX US,2014-02-14,2003-01-31,PRG-SCHULTZ INTL INC,1007330.0,2007-04-14,2008-09-12
PRGX US,2014-02-14,2003-01-31,PRG-SCHULTZ INTL INC,1007330.0,2008-09-13,2010-02-12
PRGX US,2014-02-14,2003-01-31,PRGX GLOBAL INC,1007330.0,2010-02-13,2010-05-07
PRGX US,2014-02-14,2003-01-31,PRGX GLOBAL INC,1007330.0,2010-05-08,2099-12-31
PRIM US,2022-02-11,2011-05-06,PRIMORIS SERVICES CORP,1361538.0,2008-09-13,2099-12-31
PRK US,2022-02-11,2004-12-10,PARK NATIONAL CORP,805676.0,2007-04-14,2099-12-31
PRLB US,2022-02-11,2012-11-16,PROTO LABS INC,1443669.0,2012-03-10,2099-12-31
PRLB US,2022-02-11,2012-11-16,PROTO LABS INC  -REDH,1443669.0,2011-08-13,2012-03-09
PRLD US,2021-10-22,2021-06-18,PRELUDE THERAPEUTICS INC,1678660.0,2020-11-14,2099-12-31
PRM US,2008-05-30,2005-03-18,PRIMEDIA INC,884382.0,2007-04-14,2099-12-31
PRM US,2008-05-30,2005-03-18,PRIMEDIA INC,884382.0,2007-04-14,2099-12-31
PRMW US,2022-02-11,2011-07-29,COTT CORP QUE,884713.0,2007-04-14,2020-03-13
PRMW US,2022-02-11,2011-07-29,PRIMO WATER CORP,884713.0,2020-03-14,2099-12-31
PRMW US,2022-02-11,2011-07-29,PRIMO WATER CORP,1365101.0,2010-11-13,2020-03-13
PRMW US,2022-02-11,2011-07-29,PRIMO WATER CORP -OLD,1365101.0,2020-03-14,2099-12-31
PRMW US,2022-02-11,2011-07-29,PRIMO WATER CORP-REDH,1365101.0,2010-04-10,2010-11-12
PRNB US,2020-09-25,2019-06-07,PRINCIPIA BIOPHARMA,1510487.0,2018-10-13,2099-12-31
PRNB US,2020-09-25,2019-06-07,PRINCIPIA BIOPHARMA -REDH,1510487.0,2018-09-08,2018-10-12
PRO US,2022-02-11,2008-03-21,PROS HOLDINGS INC,1392972.0,2007-07-14,2099-12-31
PROJ US,2012-10-05,2012-08-10,DELTEK INC,1029299.0,2008-02-09,2099-12-31
PROJ US,2012-10-05,2012-08-10,DELTEK SYSTEMS INC,1029299.0,2007-04-14,2008-02-08
PROS US,2021-04-30,2021-03-12,PROSIGHT GLOBAL INC,1634038.0,2019-08-10,2099-12-31
PROV US,2013-04-26,2013-01-25,PROVIDENT FINANCIAL HOLDINGS,1010470.0,2007-04-14,2099-12-31
PRPL US,2022-02-11,2020-02-21,PURPLE INNOVATION INC,1643953.0,2018-02-10,2099-12-31
PRSC US,2015-05-29,2005-08-12,MODIVCARE INC,1220754.0,2021-01-09,2099-12-31
PRSC US,2015-05-29,2005-08-12,PROVIDENCE SERVICE CORP,1220754.0,2007-04-14,2021-01-08
PRSF US,2004-07-30,2003-07-18,PORTAL SOFTWARE INC,1080306.0,2007-04-14,2099-12-31
PRSP US,2021-04-30,2019-02-15,PERSPECTA INC,1724670.0,2018-07-14,2099-12-31
PRSP US,2021-04-30,2019-02-15,PERSPECTA INC -SPN,1724670.0,2018-06-09,2018-07-13
PRTA US,2022-02-11,2014-02-21,PROTHENA CORP PLC,1559053.0,2013-01-12,2099-12-31
PRTK US,2022-02-11,2015-08-14,PARATEK PHARMACEUTCLS  -REDH,1037643.0,2012-11-10,2014-08-08
PRTK US,2022-02-11,2015-08-14,PARATEK PHARMACEUTCLS INC,1037643.0,2014-11-08,2014-12-12
PRTK US,2022-02-11,2015-08-14,PARATEK PHARMACEUTCLS INC,1178711.0,2015-01-10,2015-04-10
PRTK US,2022-02-11,2015-08-14,PARATEK PHARMACEUTCLS INC,1178711.0,2014-12-13,2099-12-31
PRTL US,2004-07-30,2004-01-23,HC2 HOLDINGS INC,1006837.0,2015-01-10,2021-10-08
PRTL US,2004-07-30,2004-01-23,INNOVATE CORP,1006837.0,2021-10-09,2099-12-31
PRTL US,2004-07-30,2004-01-23,HC2 HOLDINGS INC,1006837.0,2014-05-10,2015-01-09
PRTL US,2004-07-30,2004-01-23,PRIMUS TELECOMM GROUP INC,1006837.0,2007-04-14,2013-11-08
PRTL US,2004-07-30,2004-01-23,PTGI HOLDING INC,1006837.0,2013-11-09,2014-05-09
PRTR US,2007-10-12,2004-03-26,PARTNERS TRUST FINL GRP INC,1163345.0,2007-04-14,2099-12-31
PRTS US,2022-02-11,2020-07-03,CARPARTS COM INC,1378950.0,2020-08-08,2099-12-31
PRTS US,2022-02-11,2020-07-03,CARPARTS COM INC,1378950.0,2020-08-08,2099-12-31
PRTS US,2022-02-11,2020-07-03,US AUTO PARTS NETWORK INC,1378950.0,2007-04-14,2020-08-07
PRTS US,2022-02-11,2020-07-03,US AUTO PARTS NETWORK INC,1378950.0,2007-04-14,2020-08-07
PRTY US,2022-02-11,2016-01-08,PARTY CITY HOLDCO INC,1592058.0,2015-05-10,2099-12-31
PRTY US,2022-02-11,2016-01-08,PARTY CITY HOLDCO INC-REDH,1592058.0,2014-02-08,2015-05-09
PRTY US,2022-02-11,2016-01-08,PARTY CITY HOLDINGS INC-REDH,1340554.0,2011-05-14,2014-02-07
PRU US,2022-02-11,2003-01-31,PRUDENTIAL FINANCIAL INC,1137774.0,2007-04-14,2099-12-31
PRVB US,2022-02-11,2020-07-03,PROVENTION BIO INC,1695357.0,2018-08-11,2099-12-31
PRVD US,2006-02-03,2004-09-10,PROVIDE COMMERCE INC,1263756.0,2007-04-14,2099-12-31
PRVL US,2021-01-15,2020-03-13,PREVAIL THERAPEUTICS INC,1714798.0,2019-07-13,2099-12-31
PRWK US,2003-10-03,2003-01-31,PRACTICEWORKS INC,1121786.0,2007-04-14,2099-12-31
PRX US,2012-09-21,2003-01-31,PAR PHARMACEUTCL HLDGS -REDH,1559149.0,2015-03-14,2099-12-31
PRX US,2012-09-21,2003-01-31,PAR PHARMACEUTICAL COS INC,878088.0,2007-04-14,2015-03-13
PRXI US,2008-06-27,2007-06-29,PREMIER EXHIBITIONS INC,796764.0,2007-04-14,2099-12-31
PRXI US,2008-06-27,2007-06-29,PREMIER EXHIBITIONS INC,796764.0,2007-04-14,2099-12-31
PRXL US,2017-09-29,2003-01-31,PAREXEL INTERNATIONAL CORP,799729.0,2007-04-14,2099-12-31
PS US,2021-04-02,2019-02-08,PLURALSIGHT INC,1725579.0,2018-08-11,2099-12-31
PS US,2021-04-02,2019-02-08,PLURALSIGHT INC -REDH,1725579.0,2018-06-09,2018-08-10
PSA US,2006-04-28,2003-01-31,PUBLIC STORAGE,318380.0,2007-06-09,2007-09-07
PSA US,2006-04-28,2003-01-31,PUBLIC STORAGE,1393311.0,2007-09-08,2016-09-09
PSA US,2006-04-28,2003-01-31,PUBLIC STORAGE INC,318380.0,2007-04-14,2007-06-08
PSA US,2006-04-28,2003-01-31,PUBLIC STORAGE,1393311.0,2016-09-10,2099-12-31
PSB US,2006-04-28,2003-10-03,PS BUSINESS PARKS,866368.0,2007-04-14,2016-09-09
PSB US,2006-04-28,2003-10-03,PS BUSINESS PARKS,866368.0,2016-09-10,2099-12-31
PSD US,2009-02-06,2003-01-31,PUGET ENERGY INC,1085392.0,2007-04-14,2099-12-31
PSDO US,2019-12-13,2017-12-01,PRESIDIO INC,1631825.0,2017-05-13,2099-12-31
PSDO US,2019-12-13,2017-12-01,PRESIDIO INC-REDH,1631825.0,2017-01-14,2017-05-12
PSEC US,2014-06-27,2007-06-29,PROSPECT CAPITAL CORP,1287032.0,2007-06-09,2099-12-31
PSEC US,2014-06-27,2007-06-29,PROSPECT ENERGY CORP,1287032.0,2007-04-14,2007-06-08
PSEM US,2011-01-21,2003-10-24,PERICOM SEMICONDUCTOR CORP,1001426.0,2007-04-14,2099-12-31
PSIX US,2016-01-15,2013-07-26,POWER SOLUTIONS INTL INC,1137091.0,2011-11-12,2099-12-31
PSMI US,2014-12-05,2013-05-03,PEREGRINE SEMICONDUCTOR CORP,880177.0,2012-08-11,2099-12-31
PSMI US,2014-12-05,2013-05-03,PEREGRINE SEMICONDUCTR -REDH,880177.0,2010-12-11,2012-08-10
PSMT US,2022-02-11,2010-05-21,PRICESMART INC,1041803.0,2007-04-14,2099-12-31
PSN US,2022-02-11,2020-01-31,PARSONS CORP,275880.0,2019-06-08,2099-12-31
PSNL US,2022-02-11,2020-03-13,PERSONALIS INC,1527753.0,2019-07-13,2099-12-31
PSPT US,2008-10-31,2006-06-30,PEOPLESUPPORT INC,1289001.0,2007-04-14,2099-12-31
PSRC US,2005-03-25,2004-11-19,PALMSOURCE INC,1178056.0,2007-04-14,2099-12-31
PSS US,2012-10-05,2003-01-31,COLLECTIVE BRANDS INC,1060232.0,2007-09-08,2099-12-31
PSS US,2012-10-05,2003-01-31,COLLECTIVE BRANDS INC,1060232.0,2007-09-08,2099-12-31
PSS US,2012-10-05,2003-01-31,PAYLESS SHOESOURCE INC,1060232.0,2007-04-14,2007-09-07
PSS US,2012-10-05,2003-01-31,PAYLESS SHOESOURCE INC,1060232.0,2007-04-14,2007-09-07
PSSI US,2013-02-15,2003-01-31,PSS WORLD MEDICAL INC,920527.0,2007-04-14,2099-12-31
PSTB US,2017-11-24,2016-04-29,PARK STERLING CORP,1507277.0,2011-08-13,2099-12-31
PSTG US,2022-02-11,2016-09-02,PURE STORAGE INC,1474432.0,2015-10-10,2099-12-31
PSTG US,2022-02-11,2016-09-02,PURE STORAGE INC -REDH,1474432.0,2015-09-12,2015-10-09
PSTI US,2007-01-19,2003-07-04,PER-SE TECHNOLOGIES INC,878556.0,2007-04-14,2099-12-31
PSTI US,2007-01-19,2003-07-04,PLURISTEM LIFE SYSTEMS INC,1158780.0,2007-04-14,2007-12-07
PSTI US,2007-01-19,2003-07-04,PLURISTEM LIFE SYSTEMS INC,1158780.0,2007-04-14,2007-12-07
PSTI US,2007-01-19,2003-07-04,PLURISTEM THERAPEUTICS INC,1158780.0,2007-12-08,2099-12-31
PSTI US,2007-01-19,2003-07-04,PLURISTEM THERAPEUTICS INC,1158780.0,2007-12-08,2099-12-31
PSTX US,2022-01-07,2021-04-02,POSEIDA THERAPEUTICS,1661460.0,2020-08-08,2099-12-31
PSTX US,2022-01-07,2021-04-02,POSEIDA THERAPEUTICS  -REDH,1661460.0,2020-07-11,2020-08-07
PSUN US,2015-03-06,2003-01-31,PACIFIC SUNWEAR CALIF INC,874841.0,2007-04-14,2099-12-31
PSX US,2022-02-11,2013-01-04,PHILLIPS 66,1534701.0,2012-05-12,2099-12-31
PSYS US,2010-11-12,2004-06-25,PSYCHIATRIC SOLUTIONS INC,829608.0,2007-04-14,2099-12-31
PTC US,2022-02-11,2020-03-06,PARAMETRIC TECHNOLOGY CORP,857005.0,2007-04-14,2013-02-08
PTC US,2022-02-11,2020-03-06,PTC INC,857005.0,2013-02-09,2099-12-31
PTCT US,2022-02-11,2014-03-14,PTC THERAPEUTICS INC,1070081.0,2013-09-17,2099-12-31
PTCT US,2022-02-11,2014-03-14,PTC THERAPEUTICS INC -REDH,1070081.0,2007-04-14,2013-09-16
PTEC US,2010-11-19,2005-02-11,PHOENIX TECHNOLOGIES LTD,832767.0,2007-04-14,2099-12-31
PTEK US,2004-12-31,2004-06-25,POKERTEK INC,1302177.0,2007-04-14,2099-12-31
PTEK US,2004-12-31,2004-06-25,POKERTEK INC,1302177.0,2007-04-14,2099-12-31
PTEN US,2022-02-11,2003-01-31,PATTERSON-UTI ENERGY INC,889900.0,2007-04-14,2099-12-31
PTGX US,2022-02-11,2017-10-27,PROTAGONIST THERAPEUTICS INC,1377121.0,2016-09-10,2099-12-31
PTGX US,2022-02-11,2017-10-27,PROTAGONIST THERAPTCS -REDH,1377121.0,2016-08-13,2016-09-09
PTI US,2019-03-22,2016-11-04,PROTEOSTASIS THERAPEUTICS,1445283.0,2016-03-12,2021-01-08
PTI US,2019-03-22,2016-11-04,PROTEOSTASIS THERAPTCS -REDH,1445283.0,2016-01-09,2016-03-11
PTIE US,2011-11-18,2003-10-17,CASSAVA SCIENCES INC,1069530.0,2019-04-13,2099-12-31
PTIE US,2011-11-18,2003-10-17,CASSAVA SCIENCES INC,1069530.0,2019-04-13,2099-12-31
PTIE US,2011-11-18,2003-10-17,PAIN THERAPEUTICS INC,1069530.0,2007-04-14,2019-04-12
PTIE US,2011-11-18,2003-10-17,PAIN THERAPEUTICS INC,1069530.0,2007-04-14,2019-04-12
PTLA US,2020-07-03,2014-02-14,PORTOLA PHARMA INC -REDH,1269021.0,2013-05-11,2013-06-07
PTLA US,2020-07-03,2014-02-14,PORTOLA PHARMACEUTICALS INC,1269021.0,2013-06-08,2099-12-31
PTN US,2020-06-26,2019-05-03,PALATIN TECHNOLOGIES INC,911216.0,2007-04-14,2099-12-31
PTNR US,2019-03-22,2006-01-20,PARTNER COMMUNICATIONS CO,1096691.0,2007-04-14,2099-12-31
PTON US,2022-02-11,2020-07-03,PELOTON INTERACTIVE -REDH,1639825.0,2019-09-14,2019-10-11
PTON US,2022-02-11,2020-07-03,PELOTON INTERACTIVE INC,1639825.0,2019-10-12,2099-12-31
PTP US,2015-02-27,2007-06-29,PLATINUM UNDERWRITERS HLDG,1171500.0,2007-04-14,2099-12-31
PTRY US,2015-03-13,2004-02-06,PANTRY INC,915862.0,2007-04-14,2099-12-31
PTSI US,2006-12-15,2006-05-05,P.A.M. TRANSPORTATION SVCS,798287.0,2007-04-14,2099-12-31
PTV US,2010-11-12,2003-01-31,PACTIV CORP,1089976.0,2007-04-14,2099-12-31
PTVE US,2022-02-11,2021-06-11,PACTIV EVERGREEN INC,1527508.0,2020-10-10,2099-12-31
PTX US,2016-03-11,2014-03-07,PERNIX THERAPEUTICS HOLDINGS,1024126.0,2010-04-10,2099-12-31
PTX US,2016-03-11,2014-03-07,PERNIX THERAPEUTICS HOLDINGS,1024126.0,2010-04-10,2099-12-31
PTZ US,2005-05-27,2003-01-31,PULITZER INC,1068848.0,2007-04-14,2099-12-31
PUB US,2016-09-16,2016-09-09,ALTABANCORP,1636286.0,2020-07-11,2099-12-31
PUB US,2016-09-16,2016-09-09,PEOPLES UTAH BANCORP,1636286.0,2015-06-13,2020-07-10
PUB US,2016-09-16,2016-09-09,PEOPLES UTAH BANCORP  -REDH,1636286.0,2015-05-10,2015-06-12
PULS US,2011-05-06,2003-01-31,TECHNITROL INC,96763.0,2007-04-14,2008-09-12
PULS US,2011-05-06,2003-01-31,TECHNITROL INC,96763.0,2007-04-14,2008-09-12
PULS US,2011-05-06,2003-01-31,PULSE ELECTRONICS CORP,96763.0,2010-12-11,2011-01-07
PULS US,2011-05-06,2003-01-31,PULSE ELECTRONICS CORP,96763.0,2010-12-11,2011-01-07
PULS US,2011-05-06,2003-01-31,TECHNITROL INC,96763.0,2008-09-13,2010-12-10
PULS US,2011-05-06,2003-01-31,TECHNITROL INC,96763.0,2008-09-13,2010-12-10
PULS US,2011-05-06,2003-01-31,PULSE ELECTRONICS CORP,96763.0,2011-01-08,2099-12-31
PULS US,2011-05-06,2003-01-31,PULSE ELECTRONICS CORP,96763.0,2011-01-08,2099-12-31
PUMP US,2022-02-11,2005-12-30,ANIMAS CORP,1033660.0,2007-04-14,2099-12-31
PUMP US,2022-02-11,2005-12-30,PROPETRO HOLDING CORP,1680247.0,2017-04-08,2099-12-31
PUMP US,2022-02-11,2005-12-30,PROPETRO HOLDING CORP - REDH,1680247.0,2017-03-11,2017-04-07
PVAC US,2021-10-15,2017-08-11,PENN VIRGINIA CORP,77159.0,2007-04-14,2021-11-12
PVAC US,2021-10-15,2017-08-11,RANGER OIL CORPORATION,77159.0,2021-11-13,2099-12-31
PVH US,2022-02-11,2011-08-05,PHILLIPS-VAN HEUSEN CORP,78239.0,2007-04-14,2011-08-12
PVH US,2022-02-11,2011-08-05,PVH CORP,78239.0,2011-08-13,2099-12-31
PVN US,2005-09-23,2003-01-31,PROVIDIAN FINANCIAL CORP,1035713.0,2007-04-14,2099-12-31
PVTB US,2017-06-16,2003-09-26,PRIVATEBANCORP INC,889936.0,2007-04-14,2099-12-31
PWEI US,2007-06-22,2007-03-09,PW EAGLE INC,852426.0,2007-04-14,2099-12-31
PWER US,2013-07-19,2010-07-16,POWER-ONE INC,1042825.0,2007-04-14,2010-03-12
PWER US,2013-07-19,2010-07-16,POWER-ONE INC,1042825.0,2010-03-13,2099-12-31
PWER US,2013-07-19,2010-07-16,POWER-ONE INC,1487212.0,2010-04-10,2012-03-09
PWFL US,2021-06-25,2021-02-05,I D SYSTEMS INC,49615.0,2007-04-14,2019-10-11
PWFL US,2021-06-25,2021-02-05,POWERFLEET INC,49615.0,2019-10-12,2020-04-10
PWFL US,2021-06-25,2021-02-05,POWERFLEET INC,1774170.0,2020-04-11,2099-12-31
PWR US,2022-02-11,2003-08-22,QUANTA SERVICES INC,1050915.0,2007-04-14,2099-12-31
PXD US,2022-02-11,2003-01-31,PIONEER NATURAL RESOURCES CO,1038357.0,2007-04-14,2099-12-31
PXLW US,2020-12-18,2003-07-18,PIXELWORKS INC,1040161.0,2007-04-14,2099-12-31
PXLW US,2020-12-18,2003-07-18,PIXELWORKS INC,1040161.0,2007-04-14,2099-12-31
PXP US,2013-05-24,2003-10-24,FREEPORT MCMRN OIL&GAS -REDH,1645676.0,2015-07-11,2099-12-31
PXP US,2013-05-24,2003-10-24,PLAINS EXPLORATION & PROD CO,891456.0,2007-04-14,2015-07-10
PXR US,2007-06-08,2003-01-31,PAXAR CORP,75681.0,2007-04-14,2099-12-31
PYPL US,2022-02-11,2016-03-25,PAYPAL HOLDINGS INC,1633917.0,2015-08-08,2099-12-31
PYX US,2007-09-21,2003-01-31,ALLIANCE ONE INTL INC,939930.0,2007-04-14,2018-10-12
PYX US,2007-09-21,2003-01-31,PYXUS INTERNATIONAL INC,939930.0,2018-10-13,2099-12-31
PYX US,2007-09-21,2003-01-31,PLAYTEX PRODUCTS INC,842699.0,2007-04-14,2099-12-31
PZZA US,2022-02-11,2003-01-31,PAPA JOHNS INTERNATIONAL INC,901491.0,2007-04-14,2099-12-31
Q US,2011-03-25,2003-01-31,QWEST COMMUNICATION INTL INC,1037949.0,2007-04-14,2099-12-31
Q US,2011-03-25,2003-01-31,QUINTILES TRANSNATIONAL HLDG,1478242.0,2013-05-11,2013-09-16
Q US,2011-03-25,2003-01-31,IQVIA HOLDINGS INC,1478242.0,2017-12-09,2099-12-31
Q US,2011-03-25,2003-01-31,QUINTILES IMS HOLDINGS INC,1478242.0,2016-10-08,2017-12-08
Q US,2011-03-25,2003-01-31,QUINTILES TRANSNATIONAL HLDG,1478242.0,2013-09-17,2016-10-07
QADA US,2021-10-29,2015-03-27,QAD INC,1036188.0,2007-04-14,2099-12-31
QCOM US,2022-02-11,2003-01-31,QUALCOMM INC,804328.0,2007-04-14,2016-03-11
QCOM US,2022-02-11,2003-01-31,QUALCOMM INC,804328.0,2016-03-12,2099-12-31
QCOR US,2014-08-15,2008-12-12,QUESTCOR PHARMACEUTICALS INC,891288.0,2007-04-14,2099-12-31
QCRH US,2022-02-11,2015-07-03,QCR HOLDINGS INC,906465.0,2007-04-14,2099-12-31
QDEL US,2022-02-11,2003-11-21,QUIDEL CORP,353569.0,2007-04-14,2009-07-10
QDEL US,2022-02-11,2003-11-21,QUIDEL CORP,353569.0,2009-07-11,2099-12-31
QEP US,2020-07-17,2011-03-11,QUESTAR MARKET RESOURCES INC,1108827.0,2007-04-14,2010-07-09
QEP US,2020-07-17,2011-03-11,QEP RESOURCES INC,1108827.0,2010-07-10,2099-12-31
QGEN US,2022-02-11,2011-07-01,QIAGEN NV,1015820.0,2007-04-14,2099-12-31
QGEN US,2022-02-11,2011-07-01,QIAGEN NV,1015820.0,2007-04-14,2099-12-31
QHC US,2018-11-23,2017-01-13,QUORUM HEALTH CORP,1650445.0,2016-05-14,2099-12-31
QLGC US,2016-08-12,2003-01-31,QLOGIC CORP,918386.0,2007-04-14,2014-03-07
QLGC US,2016-08-12,2003-01-31,QLOGIC CORP,918386.0,2014-03-08,2016-02-12
QLGC US,2016-08-12,2003-01-31,QLOGIC CORP,918386.0,2016-02-13,2099-12-31
QLIK US,2016-08-19,2011-04-08,QLIK TECHNOLOGIES INC,1305294.0,2010-08-14,2099-12-31
QLIK US,2016-08-19,2011-04-08,QLIK TECHNOLOGIES INC  -REDH,1305294.0,2010-04-10,2010-08-13
QLTY US,2015-08-14,2006-06-30,QUALITY DISTRIBUTION INC,922863.0,2007-04-14,2099-12-31
QLYS US,2022-02-11,2013-06-21,QUALYS INC,1107843.0,2012-10-13,2099-12-31
QLYS US,2022-02-11,2013-06-21,QUALYS INC  -REDH,1107843.0,2012-07-14,2012-10-12
QMCO US,2022-02-11,2021-02-05,QUANTUM CORP,709283.0,2007-04-14,2014-03-07
QMCO US,2022-02-11,2021-02-05,QUANTUM CORP,709283.0,2014-03-08,2099-12-31
QNST US,2022-02-11,2010-12-24,QUINSTREET INC,1117297.0,2010-03-13,2018-10-12
QNST US,2022-02-11,2010-12-24,QUINSTREET INC,1117297.0,2018-10-13,2099-12-31
QRTEA US,2022-02-11,2007-01-26,LIBERTY INTERACTIVE CORP,1355096.0,2011-10-08,2012-08-10
QRTEA US,2022-02-11,2007-01-26,LIBERTY INTERACTIVE CORP,1355096.0,2011-10-08,2012-08-10
QRTEA US,2022-02-11,2007-01-26,QURATE RETAIL INC,869614.0,2019-03-09,2019-04-12
QRTEA US,2022-02-11,2007-01-26,QURATE RETAIL INC,869614.0,2019-03-09,2019-04-12
QRTEA US,2022-02-11,2007-01-26,QURATE RETAIL INC,1355096.0,2019-04-13,2099-12-31
QRTEA US,2022-02-11,2007-01-26,QURATE RETAIL INC,1355096.0,2019-04-13,2099-12-31
QRVO US,2022-02-11,2007-02-02,QORVO INC,1604778.0,2015-01-10,2099-12-31
QRVO US,2022-02-11,2007-02-02,RF MICRO DEVICES INC,911160.0,2007-04-14,2015-01-09
QS US,2022-02-11,2021-11-12,QUANTUMSCAPE CORP,1811414.0,2021-01-09,2099-12-31
QSFT US,2012-09-21,2003-01-31,QUEST SOFTWARE INC,1088033.0,2007-04-14,2099-12-31
QTM US,2020-09-18,2003-01-31,QUANTUM CORP,709283.0,2007-04-14,2014-03-07
QTM US,2020-09-18,2003-01-31,QUANTUM CORP,709283.0,2007-04-14,2014-03-07
QTM US,2020-09-18,2003-01-31,QUANTUM CORP,709283.0,2014-03-08,2099-12-31
QTM US,2020-09-18,2003-01-31,QUANTUM CORP,709283.0,2014-03-08,2099-12-31
QTNA US,2019-06-14,2017-07-21,QUANTENNA COMMUNICATIONS INC,1370702.0,2016-11-12,2099-12-31
QTNT US,2022-02-11,2020-07-03,QUOTIENT LTD,1596946.0,2014-05-10,2015-01-09
QTNT US,2022-02-11,2020-07-03,QUOTIENT LTD  -REDH,1596946.0,2014-04-12,2014-05-09
QTNT US,2022-02-11,2020-07-03,QUOTIENT LTD,1596946.0,2015-01-10,2099-12-31
QTRN US,2003-09-19,2003-01-31,QUINTILES TRANSNATIONAL CORP,919623.0,2007-04-14,2099-12-31
QTRX US,2022-02-11,2018-08-31,QUANTERIX CORP,1503274.0,2019-06-08,2099-12-31
QTRX US,2022-02-11,2018-08-31,QUANTERIX CORPORATION,1503274.0,2018-03-10,2019-06-07
QTRX US,2022-02-11,2018-08-31,QUANTERIX CORPORATION -REDH,1503274.0,2018-01-13,2018-03-09
QTWO US,2022-02-11,2014-12-12,Q2 HOLDINGS INC,1410384.0,2014-04-12,2018-10-12
QTWO US,2022-02-11,2014-12-12,Q2 HOLDINGS INC  -REDH,1410384.0,2014-03-08,2014-04-11
QTWO US,2022-02-11,2014-12-12,Q2 HOLDINGS INC,1410384.0,2018-10-13,2099-12-31
QTWW US,2005-09-23,2005-07-22,QUANTUM FUEL SYS TECH WORLDW,1166380.0,2007-04-14,2099-12-31
QTWW US,2005-09-23,2005-07-22,QUANTUM FUEL SYS TECH WORLDW,1166380.0,2007-04-14,2099-12-31
QTWW US,2005-09-23,2005-07-22,QUANTUM FUEL SYS TECH WORLDW,1166380.0,2007-04-14,2099-12-31
QUAD US,2019-08-16,2012-04-20,QUAD/GRAPHICS INC,1481792.0,2010-08-14,2099-12-31
QUAD US,2019-08-16,2012-04-20,QUAD/GRAPHICS INC -REDH,1481792.0,2010-05-08,2010-08-13
QUMU US,2008-09-05,2005-07-01,QUMU CORP,892482.0,2015-06-13,2018-10-12
QUMU US,2008-09-05,2005-07-01,QUMU CORP,892482.0,2018-10-13,2099-12-31
QUMU US,2008-09-05,2005-07-01,QUMU CORP,892482.0,2013-09-17,2014-03-07
QUMU US,2008-09-05,2005-07-01,RIMAGE CORP,892482.0,2007-04-14,2013-09-16
QUMU US,2008-09-05,2005-07-01,QUMU CORP,892482.0,2014-03-08,2015-06-12
QUOT US,2022-02-11,2015-12-04,COUPONS.COM INC,1115128.0,2014-04-12,2015-02-13
QUOT US,2022-02-11,2015-12-04,COUPONS.COM INC  -REDH,1115128.0,2014-02-08,2014-04-11
QUOT US,2022-02-11,2015-12-04,QUOTIENT TECHNOLOGY INC,1115128.0,2018-10-13,2099-12-31
QUOT US,2022-02-11,2015-12-04,COUPONS.COM INC,1115128.0,2015-02-14,2015-11-13
QUOT US,2022-02-11,2015-12-04,QUOTIENT TECHNOLOGY INC,1115128.0,2015-11-14,2018-10-12
R US,2022-02-11,2003-01-31,RYDER SYSTEM INC,85961.0,2007-04-14,2099-12-31
RA US,2012-09-28,2003-01-31,RECKSON ASSOCS REALTY CORP,930548.0,2010-05-08,2099-12-31
RA US,2012-09-28,2003-01-31,RECKSON ASSOCS RLTY CORP,930548.0,2007-04-14,2010-05-07
RA US,2012-09-28,2003-01-31,RAILAMERICA INC,887637.0,2007-04-14,2099-12-31
RACE US,2019-09-20,2017-09-29,FERRARI NV,1648416.0,2015-11-14,2099-12-31
